Mundelein|IL|42.268335|-88.00403
Naperville|IL|41.785916|-88.147285
New Lenox|IL|41.517706|-87.979898
Newark|IL|41.53472|-88.578923
Niles|IL|42.026104|-87.814154
Norridge|IL|41.966728|-87.826681
North Aurora|IL|41.806042|-88.326994
North Barrington|IL|42.212056|-88.131738
North Chicago|IL|42.319341|-87.857358
North Riverside|IL|41.850105|-87.822014
Northbrook|IL|42.127408|-87.838882
Northfield|IL|42.101555|-87.78056
Northlake|IL|41.92174|-87.894124
Northwoods|IL|38.705783|-90.289496
Oak Brook|IL|41.836247|-87.948914
Oak Forest|IL|41.602873|-87.755971
Oak Lawn|IL|41.720056|-87.740834
Oak Park|IL|41.888601|-87.79437
Oakbrook Terrace|IL|41.851088|-87.972587
Oakwood Hills|IL|42.241659|-88.240266
Old Mill Creek|IL|42.443858|-87.972307
Olympia Fields|IL|41.517114|-87.69379
Orland Hills|IL|41.589956|-87.847458
Orland Park|IL|41.612061|-87.862844
Oswego|IL|41.690784|-88.336447
Palatine|IL|42.114832|-88.048561
Palos Heights|IL|41.664411|-87.796519
Palos Hills|IL|41.689222|-87.825482
Palos Park|IL|41.664866|-87.832149
Park City|IL|42.352979|-87.894537
Park Forest|IL|41.480512|-87.681962
Park Ridge|IL|42.010877|-87.840687
Peotone|IL|41.332053|-87.796302
Phoenix|IL|41.610143|-87.634089
Pingree Grove|IL|42.066158|-88.41227
Plainfield|IL|41.618033|-88.202479
Plano|IL|41.661512|-88.534558
Plato Center|IL|42.026832|-88.430197
Posen|IL|41.626115|-87.686115
Prairie Grove|IL|42.281245|-88.276069
Prairie View|IL|42.199167|-87.955556
Prospect Heights|IL|42.102454|-87.927145
Ransom|IL|41.159332|-88.644602
Richmond|IL|42.479736|-88.306184
Richton Park|IL|41.484382|-87.746407
Ringwood|IL|42.395306|-88.311595
River Forest|IL|41.893962|-87.814847
River Grove|IL|41.926653|-87.835746
Riverdale|IL|41.644488|-87.641456
Riverside|IL|41.835411|-87.822438
Riverwoods|IL|42.173505|-87.894715
Robbins|IL|41.640382|-87.705248
Rochelle|IL|41.919531|-89.065054
Rockdale|IL|41.507002|-88.114616
Rolling Meadows|IL|42.074339|-88.02781
Romeoville|IL|41.640099|-88.080462
Roselle|IL|41.983131|-88.089967
Rosemont|IL|41.984342|-87.869503
Round Lake|IL|42.350365|-88.133357
Round Lake Beach|IL|42.378937|-88.089722
Round Lake Heights|IL|42.379365|-88.105664
Round Lake Park|IL|42.327891|-88.081954
Russell|IL|42.490556|-87.9125
Saint Charles|IL|41.916883|-88.317481
Sandwich|IL|41.645746|-88.624166
Sauk Village|IL|41.488365|-87.567593
Schaumburg|IL|42.027319|-88.079763
Schiller Park|IL|41.955429|-87.871
Shabbona|IL|41.767992|-88.874937
Shorewood|IL|41.521512|-88.198679
Skokie|IL|42.033395|-87.747158
Sleepy Hollow|IL|42.094056|-88.315876
Somonauk|IL|41.633751|-88.679909
South Barrington|IL|42.096022|-88.155657
South Chicago Heights|IL|41.480908|-87.637749
South Elgin|IL|41.995474|-88.305936
South Holland|IL|41.597659|-87.597641
South Wilmington|IL|41.174897|-88.276813
Spring Grove|IL|42.455307|-88.247563
Steger|IL|41.476214|-87.616044
Stickney|IL|41.821637|-87.77287
Stone Park|IL|41.903342|-87.883677
Streamwood|IL|42.023977|-88.181708
Sugar Grove|IL|41.763679|-88.485124
Summit|IL|41.78709|-87.810584
Summit Argo|IL|41.786194|-87.810867
Sycamore|IL|41.985382|-88.695853
Third Lake|IL|42.374843|-88.018943
Thornton|IL|41.568402|-87.616794
Tinley Park|IL|41.56746|-87.799579
Tower Lakes|IL|42.226978|-88.149568
Trout Valley|IL|42.201551|-88.260335
Union|IL|42.234097|-88.542873
University Park|IL|41.441511|-87.706486
Vernon Hills|IL|42.240418|-87.962156
Verona|IL|41.214941|-88.505437
Villa Park|IL|41.88976|-87.979141
Virgil|IL|41.954277|-88.530268
Volo|IL|42.333523|-88.157854
Wadsworth|IL|42.443469|-87.938602
Warrenville|IL|41.823301|-88.184775
Wasco|IL|41.938005|-88.40466
Waterman|IL|41.769148|-88.773851
Wauconda|IL|42.27024|-88.154472
Waukegan|IL|42.359464|-87.874927
Wayne|IL|41.951935|-88.281773
West Chicago|IL|41.881299|-88.219008
West Dundee|IL|42.091078|-88.288749
Westchester|IL|41.848475|-87.886631
Western Springs|IL|41.804446|-87.898468
Westmont|IL|41.796304|-87.975334
Wheaton|IL|41.858811|-88.105834
Wheeling|IL|42.130784|-87.926914
Wildwood|IL|42.342778|-87.998056
Willow Springs|IL|41.736514|-87.882854
Willowbrook|IL|41.768682|-87.945105
Wilmette|IL|42.075249|-87.732281
Wilmington|IL|41.307853|-88.146845
Winfield|IL|41.872388|-88.150142
Winnetka|IL|42.108308|-87.741707
Winthrop Harbor|IL|42.478774|-87.823685
Wonder Lake|IL|42.381248|-88.370142
Wood Dale|IL|41.963423|-87.978884
Woodridge|IL|41.743679|-88.040498
Woodstock|IL|42.306727|-88.436594
Worth|IL|41.690053|-87.79141
Yorkville|IL|41.64506|-88.446243
Zion|IL|42.457293|-87.842706
Beverly Shores|IN|41.683878|-86.980197
Boone Grove|IN|41.354718|-87.129886
Brook|IN|40.864993|-87.365874
Burns Harbor|IN|41.610399|-87.125571
Cedar Lake|IN|41.369982|-87.441672
Chesterton|IN|41.602562|-87.050449
Crown Point|IN|41.420181|-87.343049
De Motte|IN|41.198835|-87.198717
Dyer|IN|41.492928|-87.509114
East Chicago|IN|41.643099|-87.460632
Evansville|IN|37.9653815|-87.5704815
Fair Oaks|IN|41.075154|-87.257328
Francesville|IN|40.985244|-86.8914
Gary|IN|41.598404|-87.33716
Goodland|IN|40.765541|-87.293577
Griffith|IN|41.530034|-87.427672
Hammond|IN|41.610059|-87.480647
Hebron|IN|41.321221|-87.200825
Highland|IN|41.54754|-87.461618
Hobart|IN|41.510388|-87.272011
Indiana|IN|40.622982|-79.156034
Kentland|IN|40.768137|-87.448965
Kingsland|IN|40.829984|-85.177207
Kouts|IN|41.318264|-87.025848
Lake Station|IN|41.571321|-87.260484
Lake Village|IN|41.137556|-87.456696
Leroy|IN|41.360702|-87.270811
Lowell|IN|41.291499|-87.41452
Merrillville|IN|41.471167|-87.323935
Michiana Shores|IN|41.76025|-86.817453
Michigan City|IN|41.709882|-86.874725
Morocco|IN|40.940746|-87.453223
Mount Ayr|IN|40.95209|-87.296722
Munster|IN|41.546401|-87.505973
Ogden Dunes|IN|41.616694|-87.189705
Portage|IN|41.584215|-87.183252
Porter|IN|41.627554|-87.077047
Remington|IN|40.765848|-87.153711
Rensselaer|IN|40.93654|-87.150735
Roselawn|IN|41.145016|-87.314772
Saint John|IN|41.449985|-87.480637
San Pierre|IN|41.198711|-86.891721
Schererville|IN|41.492448|-87.446849
Schneider|IN|41.188637|-87.453784
Shelby|IN|39.4724174|-85.7871663
Sumava Resorts|IN|41.166415|-87.44846
Tefft|IN|41.196854|-86.968392
Thayer|IN|41.173411|-87.333576
Valparaiso|IN|41.478179|-87.055275
Westville|IN|41.537749|-86.903108
Wheatfield|IN|41.187169|-87.052322
Whiting|IN|41.668485|-87.489648
Wolcott|IN|40.758487|-87.041536

Allentown|NJ|40.177859|-74.584168
Alloway|NJ|39.5556617|-75.3178952
Almonesson|NJ|39.818962|-75.098739
Ashland|NJ|39.879126|-75.007772
Atco|NJ|39.769885|-74.887686
Audubon|NJ|39.892798|-75.069454
Audubon Park|NJ|39.894148|-75.091381
Aura|NJ|39.673212|-75.137876
Barrington|NJ|39.867448|-75.053704
Beachwood|NJ|39.929295|-74.201884
Bellmawr|NJ|39.868694|-75.092838
Berlin|NJ|39.793728|-74.937542
Berlin Township|NJ|39.8008256|-74.9150313
Beverly|NJ|40.065251|-74.919588
Birmingham|NJ|39.968727|-74.710698
Blackwood|NJ|39.795056|-75.051107
Blackwood Ter|NJ|39.806532|-75.085664
Blackwood Terrace|NJ|39.806532|-75.085664
Blenheim|NJ|39.812784|-75.078822
Bordentown|NJ|40.14626|-74.709843
Bridgeport|NJ|39.801229|-75.34787
Bridgeton|NJ|39.428902|-75.233083
Brooklawn|NJ|39.881717|-75.120686
Browns Mills|NJ|39.974707|-74.571527
Burlington|NJ|40.078016|-74.851651
Burlington Township|NJ|40.046906|-74.8390162
Camden|NJ|39.947376|-75.123418
Carneys Point|NJ|39.707175|-75.47018
Cecil|NJ|39.648016|-74.947287
Cedar Brook|NJ|39.717984|-74.901196
Chatsworth|NJ|39.817484|-74.535333
Cherry Hill|NJ|39.899878|-74.989253
Chesilhurst|NJ|39.731409|-74.878117
Chesterfield|NJ|40.1219081|-74.651754
Cinnaminson|NJ|39.996798|-74.992908
Clarksboro|NJ|39.799796|-75.224076
Clayton|NJ|39.660064|-75.08175
Clementon|NJ|39.805316|-74.988034
Collings Lakes|NJ|39.595694|-74.881789
Collingswood|NJ|39.916827|-75.070728
Columbus|NJ|40.072845|-74.722121
Cookstown|NJ|40.04725|-74.56285
Cross Keys|NJ|39.71327|-75.029815
Crosswicks|NJ|40.153323|-74.64744
Daretown|NJ|39.604202|-75.257546
Delanco|NJ|40.048291|-74.943956
Delran|NJ|40.026257|-74.950022
Deptford|NJ|39.8227054|-75.1195107
Deptford Township|NJ|39.8285035|-75.1253492
Eastampton|NJ|40.0000632|-74.751263
Eastampton Township|NJ|39.995556|-74.757778
Edgewater Park|NJ|40.053755|-74.909602
Egg Harbor City|NJ|39.565069|-74.604066
Elmer|NJ|39.594964|-75.171022
Erial|NJ|39.773342|-75.006549
Erlton|NJ|39.916351|-75.023565
Evesboro|NJ|39.913261|-74.923704
Evesham|NJ|39.8522951|-74.8857989
Evesham Township|NJ|39.8724094|-74.8857989
Ewan|NJ|39.698706|-75.186994
Fieldsboro|NJ|40.13591|-74.729796
Florence|NJ|40.10077|-74.7922202
Fort Dix|NJ|40.008191|-74.605292
Franklinville|NJ|39.617849|-75.08083
Gibbsboro|NJ|39.834486|-74.967709
Gibbstown|NJ|39.82606|-75.278998
Glassboro|NJ|39.702745|-75.111976
Glendora|NJ|39.840117|-75.069355
Gloucester City|NJ|39.892798|-75.120397
Grenloch|NJ|39.786049|-75.056087
Haddon Heights|NJ|39.883896|-75.067556
Haddon Township|NJ|39.906111|-75.062778
Haddonfield|NJ|39.895371|-75.037487
Hainesport|NJ|39.983665|-74.827203
Hainesprt Twp|NJ|39.983665|-74.827203
Hammonton|NJ|39.663603|-74.764181
Hancocks Bridge|NJ|39.507105|-75.458976
Harrison Township|NJ|39.744967|-75.222084
Harrisonville|NJ|39.601624|-75.496951
Hi Nella|NJ|39.837864|-75.021183
Hilltop|NJ|39.824032|-75.067757
Hurffville|NJ|39.762607|-75.108466
Indian Mills|NJ|39.795826|-74.737889
Jacobstown|NJ|40.076118|-74.583395
Jobstown|NJ|40.037905|-74.691718
Juliustown|NJ|40.01338|-74.668955
Kirkwood|NJ|39.571757|-75.696701
Kresson|NJ|39.8575|-74.921667
Lakeland|NJ|39.787093|-75.072314
Laurel Springs|NJ|39.82245|-75.0054
Lawnside|NJ|39.866932|-75.034183
Lindenwold|NJ|39.815469|-74.991058
Logan Township|NJ|39.7924923|-75.3528779
Lumberton|NJ|39.965992|-74.805245
Magnolia|NJ|39.854153|-75.035759
Malaga|NJ|39.573979|-75.04576
Mannington Township|NJ|39.5330699|-75.4577775
Mansfield|NJ|40.8217167|-74.8974925
Mantua|NJ|39.793889|-75.1725
Maple Shade|NJ|39.952408|-74.992276
Marlton|NJ|39.900712|-74.93318
Marlton Lakes|NJ|39.812589|-74.904908
Mc Guire Air Force Base|NJ|40.041252|-74.580904
Medford|NJ|39.900958|-74.82352
Medford Lakes|NJ|39.853403|-74.818089
Medford Township|NJ|39.8661826|-74.8390162
Merchantville|NJ|39.950247|-75.050428
Mickleton|NJ|39.79035|-75.237774
Monroeville|NJ|39.629089|-75.159601
Moorestown|NJ|39.965515|-74.942222
Mount Ephraim|NJ|39.880186|-75.094256
Mount Holly|NJ|39.995383|-74.78805
Mount Laurel|NJ|39.9358189|-74.9091853
Mt Royal|NJ|39.81|-75.211667
Mullica Hill|NJ|39.735133|-75.224581
National Park|NJ|39.867874|-75.185728
New Egypt|NJ|40.067646|-74.531306
New Gretna|NJ|39.59243|-74.451177
New Lisbon|NJ|39.966461|-74.628608
Newfield|NJ|39.546496|-75.024955
Norma|NJ|39.497968|-75.087599
North Delran|NJ|40.026257|-74.950022
North Hanover|NJ|40.0723409|-74.5814773
Oak Valley|NJ|39.799723|-75.161778
Oaklyn|NJ|39.903874|-75.078378
Palmyra|NJ|40.002221|-75.036704
Parsippany|NJ|40.857794|-74.427035
Paulsboro|NJ|39.841512|-75.239169
Pedricktown|NJ|39.767222|-75.415
Pemberton|NJ|39.972396|-74.682998
Penns Grove|NJ|39.729766|-75.468274
Pennsauken|NJ|39.964408|-75.056067
Pennsville|NJ|39.649017|-75.508398
Pilesgrove|NJ|39.6511745|-75.3528779
